"날짜","종가","시가","고가","저가","거래량","변동 %"
"2019- 03- 11","1,294.25","1,298.70","1,299.27","1,290.15","","-0.32%"
"2019- 03- 08","1,298.39","1,285.91","1,300.99","1,285.29","","0.98%"
"2019- 03- 07","1,285.74","1,286.71","1,289.06","1,281.16","","-0.08%"
"2019- 03- 06","1,286.76","1,287.62","1,291.07","1,283.45","","-0.05%"
"2019- 03- 05","1,287.43","1,286.67","1,289.75","1,280.95","","0.06%"
"2019- 03- 04","1,286.66","1,293.62","1,297.11","1,282.75","","-0.53%"
"2019- 03- 01","1,293.56","1,312.81","1,315.33","1,290.16","","-1.48%"
"2019- 02- 28","1,313.05","1,320.18","1,327.42","1,312.54","","-0.52%"
"2019- 02- 27","1,319.88","1,328.91","1,329.63","1,316.51","","-0.68%"
"2019- 02- 26","1,328.96","1,327.44","1,330.59","1,323.61","","0.14%"
"2019- 02- 25","1,327.12","1,328.57","1,332.59","1,325.03","","-0.05%"
"2019- 02- 22","1,327.80","1,323.52","1,333.17","1,321.16","","0.33%"
"2019- 02- 21","1,323.49","1,338.89","1,341.88","1,322.24","","-1.12%"
"2019- 02- 20","1,338.49","1,341.25","1,346.81","1,336.63","","-0.20%"
"2019- 02- 19","1,341.16","1,325.90","1,341.87","1,322.33","","1.07%"
"2019- 02- 18","1,326.90","1,321.95","1,328.39","1,321.11","","0.42%"
"2019- 02- 15","1,321.41","1,312.98","1,322.98","1,311.16","","0.68%"
"2019- 02- 14","1,312.55","1,306.16","1,314.43","1,302.63","","0.49%"
"2019- 02- 13","1,306.19","1,310.88","1,318.19","1,304.50","","-0.36%"
"2019- 02- 12","1,310.89","1,308.55","1,315.12","1,306.64","","0.20%"
"2019- 02- 11","1,308.33","1,314.22","1,314.88","1,303.58","","-0.44%"
"2019- 02- 08","1,314.07","1,310.14","1,315.72","1,307.23","","0.30%"
"2019- 02- 07","1,310.09","1,305.87","1,311.99","1,302.17","","0.30%"
"2019- 02- 06","1,306.22","1,315.03","1,315.88","1,305.38","","-0.67%"
"2019- 02- 05","1,315.01","1,311.75","1,316.86","1,310.30","","0.25%"
"2019- 02- 04","1,311.75","1,317.55","1,318.80","1,308.26","","-0.47%"
"2019- 02- 01","1,318.00","1,320.95","1,323.58","1,315.66","","-0.22%"
"2019- 01- 31","1,320.94","1,320.18","1,326.68","1,317.55","","0.08%"
"2019- 01- 30","1,319.91","1,312.27","1,323.74","1,308.81","","0.61%"
"2019- 01- 29","1,311.93","1,303.53","1,312.05","1,302.12","","0.64%"
"2019- 01- 28","1,303.53","1,303.49","1,304.49","1,297.26","","0.02%"
"2019- 01- 25","1,303.22","1,280.94","1,303.69","1,279.39","","1.74%"
"2019- 01- 24","1,280.94","1,282.74","1,285.15","1,276.97","","-0.11%"
"2019- 01- 23","1,282.39","1,285.34","1,286.92","1,278.38","","-0.21%"
"2019- 01- 22","1,285.04","1,279.73","1,285.84","1,277.25","","0.37%"
"2019- 01- 21","1,280.28","1,281.75","1,284.29","1,277.06","","-0.09%"
"2019- 01- 18","1,281.49","1,292.18","1,292.86","1,280.64","","-0.81%"
"2019- 01- 17","1,291.90","1,293.99","1,295.84","1,288.96","","-0.13%"
"2019- 01- 16","1,293.52","1,289.13","1,295.02","1,287.59","","0.33%"
"2019- 01- 15","1,289.31","1,291.76","1,294.70","1,286.37","","-0.19%"
"2019- 01- 14","1,291.73","1,287.16","1,295.90","1,287.16","","0.29%"
"2019- 01- 11","1,288.00","1,286.72","1,295.65","1,286.25","","0.13%"
"2019- 01- 10","1,286.38","1,293.11","1,297.14","1,285.81","","-0.52%"
"2019- 01- 09","1,293.13","1,285.36","1,293.95","1,279.63","","0.61%"
"2019- 01- 08","1,285.35","1,289.13","1,290.69","1,279.20","","-0.26%"
"2019- 01- 07","1,288.67","1,285.78","1,295.14","1,282.29","","0.29%"
"2019- 01- 04","1,284.92","1,294.06","1,298.51","1,276.49","","-0.70%"
"2019- 01- 03","1,293.99","1,285.12","1,295.27","1,284.16","","0.72%"
"2019- 01- 02","1,284.77","1,281.62","1,288.69","1,278.33","","0.17%"
"2019- 01- 01","1,282.62","1,283.13","1,283.24","1,282.62","","-0.02%"
"2018- 12- 31","1,282.82","1,280.08","1,284.18","1,277.09","","0.16%"
"2018- 12- 28","1,280.75","1,275.22","1,282.17","1,273.98","","0.43%"
"2018- 12- 27","1,275.22","1,266.89","1,279.04","1,266.09","","0.65%"
"2018- 12- 26","1,266.98","1,270.33","1,279.14","1,264.34","","-0.17%"
"2018- 12- 24","1,269.13","1,259.09","1,270.13","1,258.34","","1.04%"
"2018- 12- 21","1,256.01","1,260.10","1,262.84","1,253.37","","-0.33%"
"2018- 12- 20","1,260.14","1,243.70","1,266.79","1,242.89","","1.35%"
"2018- 12- 19","1,243.39","1,249.67","1,258.41","1,241.54","","-0.48%"
"2018- 12- 18","1,249.38","1,246.01","1,250.36","1,244.44","","0.28%"
"2018- 12- 17","1,245.91","1,237.25","1,248.18","1,235.47","","0.62%"
"2018- 12- 14","1,238.21","1,242.41","1,243.11","1,232.48","","-0.34%"
"2018- 12- 13","1,242.46","1,246.02","1,247.13","1,240.23","","-0.27%"
"2018- 12- 12","1,245.80","1,243.25","1,247.56","1,241.95","","0.23%"
"2018- 12- 11","1,242.94","1,244.53","1,249.62","1,240.55","","-0.13%"
"2018- 12- 10","1,244.59","1,250.43","1,250.62","1,241.21","","-0.28%"
"2018- 12- 07","1,248.10","1,238.32","1,250.42","1,237.49","","0.82%"
"2018- 12- 06","1,237.99","1,237.87","1,244.70","1,234.64","","0.03%"
"2018- 12- 05","1,237.56","1,238.54","1,239.35","1,232.96","","-0.08%"
"2018- 12- 04","1,238.55","1,231.35","1,242.24","1,230.41","","0.61%"
"2018- 12- 03","1,231.08","1,223.12","1,234.94","1,221.09","","0.75%"
"2018- 11- 30","1,221.97","1,223.97","1,225.65","1,216.24","","-0.17%"
"2018- 11- 29","1,223.99","1,221.43","1,229.35","1,220.49","","0.24%"
"2018- 11- 28","1,221.11","1,214.64","1,226.32","1,210.73","","0.53%"
"2018- 11- 27","1,214.69","1,222.65","1,225.60","1,211.74","","-0.63%"
"2018- 11- 26","1,222.37","1,224.00","1,228.13","1,221.14","","-0.07%"
"2018- 11- 23","1,223.19","1,227.33","1,229.27","1,220.53","","-0.35%"
"2018- 11- 22","1,227.45","1,226.69","1,229.80","1,225.30","","0.12%"
"2018- 11- 21","1,226.02","1,221.55","1,230.15","1,219.23","","0.37%"
"2018- 11- 20","1,221.55","1,224.37","1,229.17","1,219.67","","-0.20%"
"2018- 11- 19","1,224.05","1,221.76","1,225.26","1,217.52","","0.21%"
"2018- 11- 16","1,221.47","1,213.02","1,225.37","1,212.48","","0.70%"
"2018- 11- 15","1,213.00","1,210.87","1,216.36","1,207.56","","0.17%"
"2018- 11- 14","1,210.91","1,202.26","1,216.33","1,197.12","","0.71%"
"2018- 11- 13","1,202.35","1,200.96","1,205.57","1,196.29","","0.14%"
"2018- 11- 12","1,200.65","1,209.46","1,211.45","1,200.18","","-0.74%"
"2018- 11- 09","1,209.60","1,223.88","1,223.97","1,206.52","","-1.14%"
"2018- 11- 08","1,223.54","1,225.99","1,227.05","1,219.63","","-0.21%"
"2018- 11- 07","1,226.11","1,227.24","1,236.23","1,223.31","","-0.06%"
"2018- 11- 06","1,226.80","1,231.66","1,236.31","1,223.41","","-0.37%"
"2018- 11- 05","1,231.30","1,233.36","1,235.46","1,226.88","","-0.13%"
"2018- 11- 02","1,232.89","1,234.04","1,236.79","1,229.85","","-0.03%"
"2018- 11- 01","1,233.24","1,215.20","1,237.83","1,214.84","","1.54%"
"2018- 10- 31","1,214.54","1,223.00","1,223.70","1,211.92","","-0.73%"
"2018- 10- 30","1,223.44","1,230.17","1,231.45","1,220.22","","-0.51%"
"2018- 10- 29","1,229.74","1,234.16","1,235.79","1,224.45","","-0.31%"
"2018- 10- 26","1,233.59","1,232.24","1,243.73","1,229.80","","0.11%"
"2018- 10- 25","1,232.23","1,234.59","1,239.85","1,228.08","","-0.16%"
"2018- 10- 24","1,234.22","1,231.06","1,234.27","1,225.74","","0.30%"
"2018- 10- 23","1,230.49","1,222.32","1,240.00","1,221.72","","0.68%"
"2018- 10- 22","1,222.17","1,228.61","1,230.18","1,220.30","","-0.34%"
"2018- 10- 19","1,226.32","1,225.66","1,231.07","1,223.03","","0.05%"
"2018- 10- 18","1,225.75","1,222.35","1,230.85","1,218.78","","0.25%"
"2018- 10- 17","1,222.68","1,224.08","1,229.90","1,220.32","","-0.14%"
"2018- 10- 16","1,224.43","1,227.12","1,232.77","1,223.35","","-0.20%"
"2018- 10- 15","1,226.93","1,217.45","1,233.65","1,217.40","","0.74%"
"2018- 10- 12","1,217.93","1,224.17","1,224.45","1,215.61","","-0.52%"
"2018- 10- 11","1,224.33","1,195.01","1,226.87","1,191.30","","2.47%"
"2018- 10- 10","1,194.78","1,189.59","1,195.19","1,185.22","","0.43%"
"2018- 10- 09","1,189.62","1,189.01","1,192.23","1,183.49","","0.14%"
"2018- 10- 08","1,188.01","1,203.14","1,204.49","1,183.58","","-1.23%"
"2018- 10- 05","1,202.86","1,199.41","1,206.18","1,197.00","","0.27%"
"2018- 10- 04","1,199.66","1,197.35","1,207.11","1,195.76","","0.19%"
"2018- 10- 03","1,197.37","1,203.39","1,208.77","1,196.71","","-0.48%"
"2018- 10- 02","1,203.10","1,189.20","1,208.65","1,188.57","","1.23%"
"2018- 10- 01","1,188.47","1,192.55","1,192.95","1,184.95","","-0.30%"
"2018- 09- 28","1,192.09","1,183.21","1,194.00","1,180.74","","0.79%"
"2018- 09- 27","1,182.80","1,194.80","1,198.94","1,181.98","","-0.98%"
"2018- 09- 26","1,194.46","1,201.23","1,202.84","1,190.53","","-0.57%"
"2018- 09- 25","1,201.31","1,198.84","1,203.71","1,197.21","","0.20%"
"2018- 09- 24","1,198.86","1,198.56","1,204.48","1,194.23","","-0.06%"
"2018- 09- 21","1,199.55","1,207.52","1,211.47","1,191.97","","-0.66%"
"2018- 09- 20","1,207.58","1,204.16","1,209.14","1,201.47","","0.30%"
"2018- 09- 19","1,203.99","1,197.84","1,206.53","1,197.81","","0.47%"
"2018- 09- 18","1,198.35","1,202.14","1,204.28","1,196.21","","-0.21%"
"2018- 09- 17","1,200.93","1,193.18","1,205.20","1,192.97","","0.60%"
"2018- 09- 14","1,193.71","1,201.76","1,208.98","1,193.13","","-0.64%"
"2018- 09- 13","1,201.44","1,207.30","1,213.39","1,200.37","","-0.39%"
"2018- 09- 12","1,206.19","1,198.93","1,209.22","1,192.90","","0.66%"
"2018- 09- 11","1,198.29","1,195.73","1,200.12","1,187.95","","0.20%"
"2018- 09- 10","1,195.88","1,195.12","1,198.92","1,191.52","","0.00%"
"2018- 09- 07","1,195.86","1,200.03","1,204.03","1,193.28","","-0.36%"
"2018- 09- 06","1,200.14","1,197.19","1,207.36","1,195.59","","0.28%"
"2018- 09- 05","1,196.75","1,191.18","1,198.82","1,191.10","","0.45%"
"2018- 09- 04","1,191.35","1,201.29","1,202.31","1,189.55","","-0.82%"
"2018- 09- 03","1,201.15","1,200.59","1,204.59","1,196.11","","0.01%"
"2018- 08- 31","1,201.09","1,200.34","1,209.17","1,198.43","","0.10%"
"2018- 08- 30","1,199.88","1,206.32","1,208.18","1,196.32","","-0.56%"
"2018- 08- 29","1,206.66","1,201.28","1,207.73","1,200.90","","0.45%"
"2018- 08- 28","1,201.26","1,211.45","1,214.68","1,199.41","","-0.83%"
"2018- 08- 27","1,211.35","1,206.92","1,212.75","1,202.84","","0.45%"
"2018- 08- 24","1,205.97","1,185.32","1,208.87","1,183.32","","1.74%"
"2018- 08- 23","1,185.31","1,195.83","1,197.00","1,183.67","","-0.85%"
"2018- 08- 22","1,195.51","1,196.68","1,201.91","1,192.45","","-0.05%"
"2018- 08- 21","1,196.12","1,190.59","1,197.38","1,187.50","","0.47%"
"2018- 08- 20","1,190.53","1,183.71","1,191.21","1,182.63","","0.49%"
"2018- 08- 17","1,184.77","1,173.72","1,185.42","1,172.03","","0.90%"
"2018- 08- 16","1,174.16","1,175.73","1,182.59","1,160.56","","-0.06%"
"2018- 08- 15","1,174.88","1,194.50","1,195.22","1,173.33","","-1.60%"
"2018- 08- 14","1,194.03","1,194.17","1,199.04","1,192.14","","0.03%"
"2018- 08- 13","1,193.64","1,211.26","1,214.23","1,191.75","","-1.46%"
"2018- 08- 10","1,211.30","1,212.56","1,217.48","1,205.85","","-0.09%"
"2018- 08- 09","1,212.35","1,213.89","1,217.65","1,210.72","","-0.10%"
"2018- 08- 08","1,213.61","1,210.70","1,216.26","1,206.29","","0.21%"
"2018- 08- 07","1,211.02","1,207.67","1,216.54","1,207.67","","0.34%"
"2018- 08- 06","1,206.94","1,214.10","1,218.69","1,206.93","","-0.53%"
"2018- 08- 03","1,213.43","1,208.01","1,220.41","1,204.40","","0.45%"
"2018- 08- 02","1,207.96","1,215.25","1,221.42","1,207.20","","-0.67%"
"2018- 08- 01","1,216.05","1,224.00","1,225.36","1,215.76","","-0.64%"
"2018- 07- 31","1,223.83","1,221.73","1,228.74","1,214.82","","0.17%"
"2018- 07- 30","1,221.80","1,223.05","1,225.59","1,219.05","","-0.13%"
"2018- 07- 27","1,223.38","1,222.88","1,227.64","1,217.34","","0.06%"
"2018- 07- 26","1,222.67","1,231.31","1,235.57","1,222.17","","-0.73%"
"2018- 07- 25","1,231.61","1,224.31","1,234.64","1,223.10","","0.58%"
"2018- 07- 24","1,224.55","1,225.06","1,229.83","1,218.25","","0.00%"
"2018- 07- 23","1,224.54","1,231.28","1,235.49","1,222.08","","-0.59%"
"2018- 07- 20","1,231.76","1,223.49","1,232.68","1,215.84","","0.73%"
"2018- 07- 19","1,222.80","1,227.42","1,229.27","1,211.48","","-0.36%"
"2018- 07- 18","1,227.18","1,227.73","1,229.92","1,221.56","","-0.03%"
"2018- 07- 17","1,227.51","1,240.83","1,245.35","1,225.97","","-1.07%"
"2018- 07- 16","1,240.82","1,241.76","1,246.29","1,238.49","","-0.06%"
"2018- 07- 13","1,241.52","1,247.51","1,248.54","1,237.10","","-0.45%"
"2018- 07- 12","1,247.14","1,242.06","1,248.94","1,241.38","","0.40%"
"2018- 07- 11","1,242.16","1,255.81","1,257.27","1,241.29","","-1.07%"
"2018- 07- 10","1,255.65","1,257.69","1,260.70","1,247.23","","-0.17%"
"2018- 07- 09","1,257.76","1,255.12","1,266.26","1,255.12","","0.22%"
"2018- 07- 06","1,254.99","1,257.97","1,259.53","1,252.93","","-0.22%"
"2018- 07- 05","1,257.76","1,256.90","1,260.17","1,251.08","","0.06%"
"2018- 07- 04","1,256.95","1,252.42","1,261.85","1,252.16","","0.32%"
"2018- 07- 03","1,252.93","1,242.21","1,257.41","1,237.81","","0.88%"
"2018- 07- 02","1,241.97","1,253.50","1,254.61","1,239.59","","-0.88%"
"2018- 06- 29","1,253.00","1,247.74","1,256.38","1,246.51","","0.38%"
"2018- 06- 28","1,248.28","1,251.91","1,254.65","1,245.71","","-0.30%"
"2018- 06- 27","1,252.02","1,258.21","1,260.52","1,250.70","","-0.55%"
"2018- 06- 26","1,258.99","1,265.72","1,268.03","1,254.51","","-0.55%"
"2018- 06- 25","1,266.00","1,272.66","1,273.54","1,264.80","","-0.26%"
"2018- 06- 22","1,269.28","1,267.70","1,271.79","1,266.90","","0.16%"
"2018- 06- 21","1,267.20","1,268.58","1,270.49","1,261.22","","-0.07%"
"2018- 06- 20","1,268.10","1,274.75","1,276.64","1,267.80","","-0.52%"
"2018- 06- 19","1,274.76","1,278.41","1,284.46","1,270.39","","-0.28%"
"2018- 06- 18","1,278.31","1,279.16","1,282.02","1,277.08","","-0.12%"
"2018- 06- 15","1,279.84","1,302.15","1,303.92","1,275.85","","-1.72%"
"2018- 06- 14","1,302.22","1,299.85","1,309.69","1,297.34","","0.19%"
"2018- 06- 13","1,299.71","1,295.47","1,301.53","1,292.55","","0.29%"
"2018- 06- 12","1,295.97","1,300.09","1,300.88","1,293.00","","-0.32%"
"2018- 06- 11","1,300.14","1,299.17","1,302.57","1,294.13","","0.11%"
"2018- 06- 08","1,298.75","1,297.32","1,301.27","1,294.20","","0.13%"
"2018- 06- 07","1,297.12","1,296.41","1,303.48","1,295.08","","0.01%"
"2018- 06- 06","1,297.00","1,297.15","1,302.85","1,294.63","","0.07%"
"2018- 06- 05","1,296.13","1,292.34","1,300.94","1,289.79","","0.32%"
"2018- 06- 04","1,291.98","1,293.16","1,298.47","1,290.27","","-0.09%"
"2018- 06- 01","1,293.14","1,298.98","1,300.72","1,289.52","","-0.40%"
"2018- 05- 31","1,298.32","1,301.51","1,306.86","1,297.90","","-0.24%"
"2018- 05- 30","1,301.48","1,299.02","1,304.70","1,295.75","","0.20%"
"2018- 05- 29","1,298.86","1,298.68","1,307.14","1,294.30","","0.06%"
"2018- 05- 28","1,298.11","1,298.74","1,300.47","1,295.62","","-0.27%"
"2018- 05- 25","1,301.61","1,304.44","1,308.24","1,300.05","","-0.25%"
"2018- 05- 24","1,304.88","1,294.06","1,306.97","1,292.91","","0.86%"
"2018- 05- 23","1,293.75","1,291.50","1,298.59","1,288.61","","0.19%"
"2018- 05- 22","1,291.32","1,292.85","1,296.44","1,287.80","","-0.11%"
"2018- 05- 21","1,292.68","1,290.90","1,293.53","1,282.15","","0.01%"
"2018- 05- 18","1,292.50","1,291.35","1,295.26","1,286.81","","0.12%"
"2018- 05- 17","1,291.00","1,291.13","1,295.29","1,286.41","","0.00%"
"2018- 05- 16","1,291.03","1,290.32","1,297.67","1,287.01","","0.03%"
"2018- 05- 15","1,290.64","1,313.09","1,315.24","1,288.71","","-1.69%"
"2018- 05- 14","1,312.82","1,318.56","1,322.76","1,312.82","","-0.41%"
"2018- 05- 11","1,318.22","1,321.57","1,326.49","1,317.94","","-0.24%"
"2018- 05- 10","1,321.39","1,312.12","1,323.14","1,310.89","","0.66%"
"2018- 05- 09","1,312.78","1,314.46","1,317.78","1,304.48","","-0.13%"
"2018- 05- 08","1,314.47","1,313.57","1,318.08","1,306.20","","0.01%"
"2018- 05- 07","1,314.30","1,315.03","1,319.22","1,310.29","","-0.06%"
"2018- 05- 04","1,315.05","1,312.30","1,315.61","1,308.41","","0.23%"
"2018- 05- 03","1,312.09","1,305.18","1,318.91","1,305.02","","0.55%"
"2018- 05- 02","1,304.85","1,304.38","1,313.80","1,303.94","","0.07%"
"2018- 05- 01","1,303.97","1,315.58","1,316.69","1,301.88","","-0.87%"
"2018- 04- 30","1,315.36","1,322.81","1,325.34","1,310.51","","-0.56%"
"2018- 04- 27","1,322.80","1,317.57","1,326.11","1,316.26","","0.42%"
"2018- 04- 26","1,317.28","1,322.39","1,326.96","1,315.45","","-0.46%"
"2018- 04- 25","1,323.33","1,330.12","1,332.40","1,318.90","","-0.55%"
"2018- 04- 24","1,330.68","1,324.71","1,333.04","1,322.60","","0.43%"
"2018- 04- 23","1,325.00","1,335.81","1,336.38","1,322.81","","-0.76%"
"2018- 04- 20","1,335.12","1,346.06","1,346.56","1,335.07","","-0.78%"
"2018- 04- 19","1,345.60","1,349.33","1,355.12","1,341.23","","-0.28%"
"2018- 04- 18","1,349.32","1,347.50","1,356.14","1,342.10","","0.15%"
"2018- 04- 17","1,347.29","1,345.65","1,349.80","1,337.73","","0.10%"
"2018- 04- 16","1,345.91","1,344.58","1,350.89","1,340.17","","0.03%"
"2018- 04- 13","1,345.46","1,335.20","1,347.50","1,335.20","","0.75%"
"2018- 04- 12","1,335.48","1,352.70","1,353.60","1,333.96","","-1.32%"
"2018- 04- 11","1,353.29","1,339.94","1,365.61","1,339.68","","0.99%"
"2018- 04- 10","1,340.05","1,336.87","1,343.55","1,331.81","","0.29%"
"2018- 04- 09","1,336.24","1,333.14","1,338.36","1,326.98","","0.23%"
"2018- 04- 06","1,333.20","1,326.38","1,335.59","1,321.47","","0.50%"
"2018- 04- 05","1,326.55","1,333.02","1,335.29","1,322.80","","-0.51%"
"2018- 04- 04","1,333.35","1,332.82","1,348.45","1,331.59","","0.04%"
"2018- 04- 03","1,332.83","1,340.69","1,342.87","1,329.18","","-0.64%"
"2018- 04- 02","1,341.35","1,326.20","1,345.26","1,324.90","","1.23%"
"2018- 03- 29","1,325.00","1,325.41","1,329.32","1,322.21","","0.00%"
"2018- 03- 28","1,324.99","1,345.74","1,347.39","1,323.59","","-1.47%"
"2018- 03- 27","1,344.71","1,353.51","1,357.06","1,340.16","","-0.65%"
"2018- 03- 26","1,353.46","1,347.91","1,356.37","1,343.55","","0.46%"
"2018- 03- 23","1,347.22","1,329.17","1,350.66","1,329.17","","1.37%"
"2018- 03- 22","1,328.95","1,332.15","1,335.23","1,324.88","","-0.24%"
"2018- 03- 21","1,332.17","1,311.28","1,336.96","1,309.98","","1.60%"
"2018- 03- 20","1,311.21","1,317.00","1,318.66","1,307.31","","-0.44%"
"2018- 03- 19","1,316.94","1,313.94","1,320.07","1,307.89","","0.22%"
"2018- 03- 16","1,314.00","1,317.11","1,322.67","1,310.31","","-0.17%"
"2018- 03- 15","1,316.26","1,324.39","1,328.16","1,315.05","","-0.66%"
"2018- 03- 14","1,325.00","1,326.42","1,330.42","1,321.91","","-0.10%"
"2018- 03- 13","1,326.39","1,322.81","1,328.66","1,316.79","","0.25%"
"2018- 03- 12","1,323.05","1,323.69","1,324.67","1,315.39","","-0.05%"
"2018- 03- 09","1,323.70","1,322.32","1,325.15","1,313.05","","0.10%"
"2018- 03- 08","1,322.35","1,325.84","1,329.39","1,319.19","","-0.24%"
"2018- 03- 07","1,325.54","1,334.50","1,340.47","1,321.95","","-0.67%"
"2018- 03- 06","1,334.46","1,320.36","1,338.89","1,319.91","","1.09%"
"2018- 03- 05","1,320.01","1,323.75","1,327.92","1,317.26","","-0.17%"
"2018- 03- 02","1,322.20","1,316.51","1,325.51","1,314.93","","0.43%"
"2018- 03- 01","1,316.55","1,318.53","1,321.30","1,302.99","","-0.11%"
"2018- 02- 28","1,318.05","1,318.53","1,322.82","1,315.80","","-0.01%"
"2018- 02- 27","1,318.20","1,333.13","1,336.74","1,313.32","","-1.12%"
"2018- 02- 26","1,333.16","1,327.56","1,340.91","1,326.42","","0.32%"
"2018- 02- 23","1,328.94","1,331.80","1,332.23","1,325.58","","-0.19%"
"2018- 02- 22","1,331.51","1,323.93","1,332.20","1,320.69","","0.55%"
"2018- 02- 21","1,324.26","1,329.82","1,336.58","1,322.60","","-0.39%"
"2018- 02- 20","1,329.49","1,346.74","1,348.21","1,328.22","","-1.28%"
"2018- 02- 19","1,346.69","1,347.50","1,351.35","1,345.99","","-0.09%"
"2018- 02- 16","1,347.86","1,353.29","1,361.84","1,344.78","","-0.40%"
"2018- 02- 15","1,353.30","1,350.78","1,357.18","1,348.41","","0.19%"
"2018- 02- 14","1,350.76","1,329.53","1,355.57","1,319.42","","1.60%"
"2018- 02- 13","1,329.55","1,322.29","1,330.96","1,321.39","","0.50%"
"2018- 02- 12","1,322.88","1,315.04","1,326.20","1,314.11","","0.47%"
"2018- 02- 09","1,316.69","1,318.87","1,322.71","1,311.06","","-0.17%"
"2018- 02- 08","1,318.97","1,318.61","1,322.17","1,306.90","","0.04%"
"2018- 02- 07","1,318.49","1,325.16","1,332.49","1,312.05","","-0.49%"
"2018- 02- 06","1,325.02","1,339.68","1,346.08","1,320.04","","-1.09%"
"2018- 02- 05","1,339.60","1,332.32","1,341.70","1,328.88","","0.50%"
"2018- 02- 02","1,332.98","1,349.16","1,350.12","1,327.21","","-1.20%"
"2018- 02- 01","1,349.19","1,345.40","1,351.42","1,337.30","","0.30%"
"2018- 01- 31","1,345.10","1,338.87","1,347.93","1,332.70","","0.49%"
"2018- 01- 30","1,338.55","1,340.67","1,349.12","1,334.48","","-0.13%"
"2018- 01- 29","1,340.35","1,350.07","1,352.65","1,337.74","","-0.73%"
"2018- 01- 26","1,350.14","1,348.36","1,357.39","1,344.38","","0.16%"
"2018- 01- 25","1,348.05","1,358.48","1,366.47","1,343.10","","-0.74%"
"2018- 01- 24","1,358.15","1,341.45","1,361.88","1,339.27","","1.25%"
"2018- 01- 23","1,341.39","1,334.45","1,342.22","1,331.54","","0.55%"
"2018- 01- 22","1,334.11","1,334.88","1,336.04","1,328.71","","0.17%"
"2018- 01- 19","1,331.80","1,327.49","1,338.37","1,326.46","","0.35%"
"2018- 01- 18","1,327.19","1,327.75","1,333.14","1,323.79","","-0.04%"
"2018- 01- 17","1,327.73","1,338.29","1,343.99","1,326.73","","-0.81%"
"2018- 01- 16","1,338.61","1,340.06","1,342.35","1,331.73","","-0.12%"
"2018- 01- 15","1,340.16","1,337.05","1,344.93","1,336.14","","0.13%"
"2018- 01- 12","1,338.40","1,322.82","1,339.40","1,321.16","","1.21%"
"2018- 01- 11","1,322.42","1,316.89","1,323.98","1,315.49","","0.40%"
"2018- 01- 10","1,317.19","1,313.28","1,326.94","1,308.29","","0.35%"
"2018- 01- 09","1,312.66","1,320.63","1,320.68","1,308.80","","-0.60%"
"2018- 01- 08","1,320.58","1,320.04","1,322.22","1,314.97","","0.03%"
"2018- 01- 05","1,320.21","1,323.50","1,323.83","1,313.81","","-0.21%"
"2018- 01- 04","1,322.97","1,312.53","1,325.92","1,305.67","","0.77%"
"2018- 01- 03","1,312.84","1,318.16","1,321.40","1,307.16","","-0.40%"
"2018- 01- 02","1,318.14","1,302.55","1,318.98","1,302.51","","0.86%"
"2018- 01- 01","1,306.86","1,303.43","1,307.72","1,302.43","","0.33%"
